transaction_id,customer_id,date,store_region,item,category,unit_price
T002125,C00641,2025-07-19 20:45:00,West,Potato Chips,Snacks,3.1
T004356,C01069,2026-04-11 15:33:00,West,Avocado,Produce,2.0
T003379,C00216,2025-12-14 12:14:00,South,Ice Cream,Frozen,4.7
T002212,C00650,2026-01-26 18:06:00,West,Frozen Pizza,Frozen,5.9
T000866,C00516,2025-10-10 11:56:00,North,Bacon,Meat,5.4
T000566,C00648,2025-08-03 16:13:00,South,Charcoal Bag,BBQ,8.2
T003916,C00986,2025-11-10 20:58:00,East,Wine Bottle,Beverages,12.5
T001108,C00204,2025-10-05 11:14:00,North,Orange Juice,Breakfast,3.9
T001536,C01339,2026-03-19 17:35:00,West,Tortilla Chips,Snacks,3.3
T003490,C01712,2025-06-25 07:59:00,North,Oatmeal,Breakfast,3.7
T004262,C01597,2026-03-05 09:53:00,South,Trash Bags,Household,6.1
T000217,C00917,2025-06-07 11:55:00,West,Trash Bags,Household,6.1
T003679,C01537,2025-08-27 17:38:00,North,Frozen Fries,Frozen,3.4
T002047,C00787,2025-09-18 07:36:00,East,White Bread,Bakery,2.5
T002967,C00076,2025-06-19 14:12:00,South,Croissants,Bakery,3.8
T004662,C00822,2026-03-17 12:53:00,North,Ice Cream,Frozen,4.7
T003703,C00455,2026-02-25 18:53:00,West,Trash Bags,Household,6.1
T002304,C00813,2025-10-23 20:01:00,South,Dish Soap,Household,3.2
T005104,C01443,2025-07-16 12:01:00,West,Cereal,Breakfast,4.2
T004961,C01558,2025-11-25 19:37:00,South,Eggs (12ct),Dairy,3.5
T003303,C00283,2026-01-19 16:37:00,West,Milk 1L,Dairy,1.6
T000765,C00412,2026-03-23 07:36:00,North,Croissants,Bakery,3.8
T001784,C00628,2026-05-04 20:28:00,North,Lettuce,Produce,1.8
T001669,C01260,2026-05-19 20:07:00,North,Beer 6-Pack,Beverages,9.9
T000827,C00748,2025-07-07 16:22:00,South,Onions,Produce,1.5
T004855,C01152,2025-06-22 15:17:00,North,Ice Cream,Frozen,4.7
T002082,C00072,2025-12-06 12:15:00,East,Bacon,Meat,5.4
T004009,C01393,2025-12-14 20:04:00,South,Onions,Produce,1.5
T002610,C01306,2026-04-17 08:06:00,North,Milk 1L,Dairy,1.6
T003491,C01439,2026-01-23 19:29:00,South,Beer 6-Pack,Beverages,9.9
T002686,C00960,2025-11-01 18:18:00,West,Spaghetti,Pasta_Sauce,1.9
T003069,C00157,2025-08-20 12:43:00,North,White Bread,Bakery,2.5
T004235,C01637,2026-03-29 19:22:00,East,Wine Bottle,Beverages,12.5
T002749,C00503,2026-02-23 20:38:00,North,Laundry Detergent,Household,8.9
T005173,C01661,2026-01-07 16:06:00,East,Frozen Pizza,Frozen,5.9
T004895,C00531,2026-03-07 11:09:00,North,Pretzels,Snacks,2.9
T001883,C01658,2025-11-19 10:16:00,West,Tomatoes,Produce,2.3
T004027,C01177,2025-06-13 17:32:00,South,Dish Soap,Household,3.2
T003523,C00566,2026-04-28 07:53:00,North,Energy Drink,Beverages,2.4
T004892,C00661,2026-02-16 07:06:00,South,Greek Yogurt,Dairy,3.3
T002469,C00782,2025-06-25 09:26:00,North,Sugar,Breakfast,2.2
T000384,C01315,2026-03-15 11:00:00,South,Dish Soap,Household,3.2
T001226,C00105,2025-12-22 16:52:00,East,Frozen Fries,Frozen,3.4
T003185,C00595,2026-03-26 16:51:00,South,Parmesan Cheese,Pasta_Sauce,6.5
T003911,C00693,2025-11-04 10:48:00,South,Sausages,Meat,4.8
T001963,C00499,2026-03-14 10:58:00,South,Beer 6-Pack,Beverages,9.9
T003011,C00687,2025-11-19 08:33:00,South,White Bread,Bakery,2.5
T004864,C01440,2025-10-22 17:31:00,South,Pretzels,Snacks,2.9
T001450,C01330,2026-02-19 10:44:00,West,Eggs (12ct),Dairy,3.5
T002803,C00762,2026-01-19 10:28:00,West,Lettuce,Produce,1.8
T001311,C00078,2025-11-06 14:10:00,West,Pretzels,Snacks,2.9
T001647,C01601,2025-07-14 10:45:00,North,White Bread,Bakery,2.5
T003798,C01435,2025-06-13 14:03:00,West,Frozen Pizza,Frozen,5.9
T001380,C01202,2026-01-25 18:13:00,East,Greek Yogurt,Dairy,3.3
T000201,C00804,2026-01-08 08:45:00,South,Coffee,Breakfast,8.5
T004541,C01297,2025-11-12 16:31:00,South,Croissants,Bakery,3.8
T001804,C00983,2026-05-12 16:38:00,East,Laundry Detergent,Household,8.9
T000983,C01301,2025-11-05 13:49:00,East,Tomatoes,Produce,2.3
T000684,C00107,2025-08-09 17:25:00,East,Avocado,Produce,2.0
T000532,C00772,2026-01-22 10:41:00,South,Salsa Dip,Snacks,3.8
T000248,C00576,2025-11-25 08:51:00,South,Croissants,Bakery,3.8
T000633,C00633,2026-04-01 15:38:00,East,White Bread,Bakery,2.5
T002228,C01007,2026-02-05 10:02:00,South,Ground Beef,Meat,6.9
T000452,C01064,2025-08-12 11:12:00,East,Dish Soap,Household,3.2
T002438,C00158,2026-04-19 11:52:00,North,Cereal,Breakfast,4.2
T002416,C00345,2026-01-16 12:39:00,North,Salsa Dip,Snacks,3.8
T001066,C00032,2025-08-17 15:48:00,South,Croissants,Bakery,3.8
T004192,C00621,2026-01-07 17:24:00,West,Onions,Produce,1.5
T004887,C00843,2025-06-10 11:21:00,West,Dish Soap,Household,3.2
T003260,C00832,2026-02-10 18:09:00,South,Baby Wipes,Baby,4.6
T001242,C01468,2026-01-16 14:46:00,West,Frozen Pizza,Frozen,5.9
T004267,C01409,2026-05-26 15:12:00,East,Cereal,Breakfast,4.2
T001401,C00188,2026-02-20 11:28:00,East,Frozen Fries,Frozen,3.4
T003968,C01410,2025-09-12 08:24:00,West,Whole Wheat Bread,Bakery,2.9
T002545,C01522,2026-05-12 19:35:00,South,Apples,Produce,2.1
T004702,C00801,2025-12-01 20:01:00,East,Eggs (12ct),Dairy,3.5
T001200,C01336,2025-08-20 20:47:00,North,Coffee,Breakfast,8.5
T001098,C01173,2026-05-01 18:48:00,South,Ground Beef,Meat,6.9
T003280,C00158,2026-05-05 16:55:00,South,Sausages,Meat,4.8
T004928,C00378,2026-04-04 09:43:00,West,Eggs (12ct),Dairy,3.5
T003167,C01358,2026-05-03 17:24:00,West,Frozen Vegetables,Frozen,3.1
T001327,C01244,2025-09-22 20:48:00,East,Avocado,Produce,2.0
T000512,C00853,2025-07-16 07:00:00,North,Nutella,Spreads,5.9
T003004,C00346,2026-01-24 20:00:00,North,Coffee,Breakfast,8.5
T003157,C00669,2026-05-18 20:52:00,East,Frozen Pizza,Frozen,5.9
T004328,C01422,2025-06-26 07:35:00,North,Butter,Dairy,4.1
T003284,C01207,2026-04-21 18:16:00,North,Tomatoes,Produce,2.3
T001248,C00070,2026-02-05 11:48:00,North,Energy Drink,Beverages,2.4
T005155,C01174,2025-09-07 11:25:00,South,Tomatoes,Produce,2.3
T003215,C00993,2025-07-04 14:05:00,North,Orange Juice,Breakfast,3.9
T001682,C01205,2025-12-09 17:21:00,North,Tortilla Chips,Snacks,3.3
T000908,C01676,2025-11-04 20:02:00,East,Beer 6-Pack,Beverages,9.9
T003871,C01266,2025-09-20 11:40:00,South,Orange Juice,Breakfast,3.9
T001972,C00626,2026-04-25 16:26:00,East,Trash Bags,Household,6.1
T002095,C01041,2025-08-12 07:13:00,North,Sparkling Water,Beverages,1.8
T001952,C01509,2025-11-12 07:57:00,North,Cola 2L,Beverages,2.6
T002526,C01474,2026-05-16 11:12:00,South,Salsa Dip,Snacks,3.8
T000417,C01238,2026-05-06 12:13:00,East,Mustard,BBQ,2.1
T004152,C01258,2026-03-13 17:02:00,South,Strawberry Jam,Spreads,3.6
T001951,C01000,2025-12-05 12:05:00,East,Butter,Dairy,4.1
T003215,C00993,2025-07-04 14:05:00,North,Potato Chips,Snacks,3.1
T001061,C00521,2025-08-05 11:37:00,East,Paper Plates,Party,2.9
T001610,C00309,2025-11-20 15:14:00,East,Lettuce,Produce,1.8
T004909,C00864,2026-01-29 10:42:00,East,Croissants,Bakery,3.8
T002314,C01295,2025-08-09 16:34:00,East,Spaghetti,Pasta_Sauce,1.9
T002859,C00212,2026-04-20 16:49:00,West,Oatmeal,Breakfast,3.7
T000681,C00369,2025-08-03 18:11:00,South,Ice Bag,Party,2.2
T001619,C00762,2025-11-05 18:50:00,North,Chicken Breast,Meat,7.5
T001177,C01743,2026-05-16 14:55:00,North,Nutella,Spreads,5.9
T000475,C00226,2026-02-20 07:12:00,East,Laundry Detergent,Household,8.9
T000770,C00457,2025-07-13 10:57:00,West,Cola 2L,Beverages,2.6
T004748,C00477,2026-01-21 13:30:00,West,Cheddar Cheese,Dairy,5.2
T004786,C01572,2026-03-25 09:40:00,West,Onions,Produce,1.5
T003601,C00213,2026-05-27 09:25:00,West,Apples,Produce,2.1
T000424,C01234,2025-06-29 13:42:00,North,Energy Drink,Beverages,2.4
T000859,C01412,2025-07-08 16:08:00,South,Ketchup,BBQ,2.6
T000873,C01413,2026-05-11 08:24:00,North,Coffee,Breakfast,8.5
T002698,C00164,2025-07-14 08:00:00,East,Cheddar Cheese,Dairy,5.2
T000461,C01002,2026-03-15 08:33:00,East,Honey,Spreads,6.2
T003344,C01149,2025-09-21 08:11:00,West,Parmesan Cheese,Pasta_Sauce,6.5
T003693,C01698,2026-04-29 18:04:00,West,Cola 2L,Beverages,2.6
T000955,C00707,2025-11-26 09:09:00,North,Strawberry Jam,Spreads,3.6
T000847,C00909,2025-08-13 11:24:00,North,Beer 6-Pack,Beverages,9.9
T002824,C00771,2026-01-11 17:52:00,West,Croissants,Bakery,3.8
T001780,C01312,2026-05-27 08:16:00,South,Parmesan Cheese,Pasta_Sauce,6.5
T002844,C01674,2025-07-22 10:07:00,West,Cheddar Cheese,Dairy,5.2
T002143,C00434,2025-10-13 18:14:00,North,Beer 6-Pack,Beverages,9.9
T005043,C01588,2025-06-21 14:20:00,East,Nutella,Spreads,5.9
T000038,C00683,2026-02-24 11:26:00,East,Trash Bags,Household,6.1
T001493,C00163,2025-11-06 15:45:00,West,Tomatoes,Produce,2.3
T003317,C00531,2025-12-20 20:46:00,North,Tomato Pasta Sauce,Pasta_Sauce,3.1
T003750,C01385,2025-07-13 20:13:00,East,Guacamole Dip,Snacks,4.2
T001115,C00542,2025-06-09 10:50:00,South,Whole Wheat Bread,Bakery,2.9
T001766,C00103,2026-05-30 10:19:00,West,White Bread,Bakery,2.5
T004915,C00514,2025-06-19 15:01:00,South,Chicken Breast,Meat,7.5
T000218,C00866,2026-04-06 07:36:00,East,Lettuce,Produce,1.8
T005132,C01677,2026-03-28 08:30:00,South,Laundry Detergent,Household,8.9
T004270,C00174,2025-10-20 15:59:00,North,Frozen Fries,Frozen,3.4
T002801,C01610,2025-10-25 13:41:00,South,Dish Soap,Household,3.2
T001913,C01371,2026-05-04 07:07:00,East,Frozen Fries,Frozen,3.4
T002541,C00377,2025-11-27 17:42:00,North,Eggs (12ct),Dairy,3.5
T005117,C01622,2026-03-05 15:10:00,North,Sparkling Water,Beverages,1.8
T000624,C00929,2026-01-16 14:13:00,West,Chicken Breast,Meat,7.5
T002578,C00131,2025-09-06 10:20:00,North,Whole Wheat Bread,Bakery,2.9
T004106,C00211,2026-03-23 09:49:00,East,Whole Wheat Bread,Bakery,2.9
T000215,C01398,2025-08-30 15:37:00,West,Laundry Detergent,Household,8.9
T003167,C01358,2026-05-03 17:24:00,West,Lettuce,Produce,1.8
T002783,C00435,2025-11-18 13:11:00,East,Laundry Detergent,Household,8.9
T004983,C00226,2026-01-30 09:55:00,West,Dish Soap,Household,3.2
T005169,C00482,2025-10-04 16:35:00,North,Bagels,Bakery,3.2
T003456,C01467,2026-02-24 17:29:00,East,Peanut Butter,Spreads,4.5
T002999,C01155,2026-04-12 11:37:00,West,Candles,Party,4.0
T001446,C01073,2025-12-26 13:40:00,North,Eggs (12ct),Dairy,3.5
T000543,C00655,2026-01-22 09:46:00,East,Salsa Dip,Snacks,3.8
T000208,C01631,2025-11-11 20:55:00,West,Milk 1L,Dairy,1.6
T002482,C00946,2025-11-21 16:15:00,North,Greek Yogurt,Dairy,3.3
T001707,C00808,2025-09-27 19:58:00,North,Guacamole Dip,Snacks,4.2
T000674,C00357,2026-01-11 16:41:00,East,Butter,Dairy,4.1
T004038,C01277,2025-10-02 10:25:00,East,Trash Bags,Household,6.1
T003857,C01779,2026-01-15 20:02:00,South,Paper Towels,Household,5.5
T000944,C01662,2026-05-03 20:20:00,North,Croissants,Bakery,3.8
T000725,C01520,2025-06-28 09:53:00,South,Pretzels,Snacks,2.9
T004621,C00140,2026-04-19 08:01:00,East,Whole Wheat Bread,Bakery,2.9
T003514,C01613,2025-09-08 11:07:00,East,Greek Yogurt,Dairy,3.3
T004965,C01727,2025-09-21 10:03:00,South,Sugar,Breakfast,2.2
T000808,C01536,2026-04-30 12:52:00,West,Sparkling Water,Beverages,1.8
T001927,C00284,2026-01-22 20:31:00,North,Frozen Fries,Frozen,3.4
T001591,C01788,2025-06-16 08:52:00,South,White Bread,Bakery,2.5
T005016,C01069,2025-12-24 19:41:00,East,Parmesan Cheese,Pasta_Sauce,6.5
T003269,C00811,2026-05-28 12:49:00,North,Penne,Pasta_Sauce,1.9
T002710,C01132,2025-12-07 07:57:00,South,Sausages,Meat,4.8
T004492,C00509,2025-06-19 16:54:00,North,Pretzels,Snacks,2.9
T003401,C00158,2025-12-13 18:45:00,East,Strawberry Jam,Spreads,3.6
T001161,C01297,2025-07-23 19:41:00,East,Croissants,Bakery,3.8
T004688,C01398,2026-02-03 07:10:00,North,Beer 6-Pack,Beverages,9.9
T000577,C01128,2026-03-04 16:35:00,North,Garlic Bread,Pasta_Sauce,3.0
T001351,C01593,2026-05-18 14:54:00,North,Oatmeal,Breakfast,3.7
T000601,C00315,2025-12-04 17:53:00,West,Cereal,Breakfast,4.2
T004263,C00915,2025-12-03 12:19:00,East,Salsa Dip,Snacks,3.8
T002745,C01055,2025-09-24 07:20:00,South,Candles,Party,4.0
T000294,C01787,2025-08-01 18:04:00,South,Cola 2L,Beverages,2.6
T002634,C00306,2025-11-30 09:51:00,East,Tortilla Chips,Snacks,3.3
T004584,C01036,2025-07-28 13:46:00,East,Salsa Dip,Snacks,3.8
T000109,C00257,2025-12-11 16:11:00,West,Coffee,Breakfast,8.5
T000240,C01362,2025-09-07 19:53:00,South,Whole Wheat Bread,Bakery,2.9
T002293,C00778,2025-07-23 14:44:00,North,Cola 2L,Beverages,2.6
T001360,C01763,2026-04-17 18:12:00,North,Dish Soap,Household,3.2
T001449,C01774,2025-09-25 08:29:00,South,Eggs (12ct),Dairy,3.5
T003756,C01509,2026-03-18 16:11:00,East,White Bread,Bakery,2.5
T004328,C01422,2025-06-26 07:35:00,North,Frozen Pizza,Frozen,5.9
T002053,C01415,2025-09-19 10:03:00,East,Paper Plates,Party,2.9
T000506,C00424,2025-08-07 19:51:00,South,Butter,Dairy,4.1
T002756,C01143,2026-03-11 12:00:00,North,Frozen Vegetables,Frozen,3.1
T001010,C00034,2026-05-02 08:37:00,East,Croissants,Bakery,3.8
T000929,C01030,2025-12-10 17:30:00,West,Butter,Dairy,4.1
T004523,C00757,2026-01-07 17:03:00,North,Sausages,Meat,4.8
T003120,C01202,2026-04-15 11:29:00,South,Croissants,Bakery,3.8
T002742,C01393,2026-05-28 16:24:00,North,Energy Drink,Beverages,2.4
T000324,C01417,2025-12-22 17:52:00,East,Cheddar Cheese,Dairy,5.2
T000565,C01435,2025-09-20 08:25:00,East,Croissants,Bakery,3.8
T004701,C00874,2025-09-02 09:13:00,West,Dish Soap,Household,3.2
T002228,C01007,2026-02-05 10:02:00,South,Frozen Fries,Frozen,3.4
T004581,C01620,2025-11-12 10:38:00,North,Coffee,Breakfast,8.5
T001181,C00477,2025-06-06 17:07:00,South,Cheddar Cheese,Dairy,5.2
T001501,C01091,2026-01-17 09:18:00,South,Salsa Dip,Snacks,3.8
T001632,C01032,2026-01-29 18:33:00,West,Greek Yogurt,Dairy,3.3
T001919,C00848,2026-05-24 14:47:00,East,Eggs (12ct),Dairy,3.5
T002920,C01743,2026-01-01 09:27:00,North,Spaghetti,Pasta_Sauce,1.9
T001720,C01135,2025-06-29 19:57:00,South,Peanut Butter,Spreads,4.5
T002307,C00415,2025-11-20 09:38:00,South,Bacon,Meat,5.4
T002577,C00124,2025-12-27 20:11:00,South,Ice Bag,Party,2.2
T004565,C00486,2026-03-22 16:05:00,East,Salsa Dip,Snacks,3.8
T004296,C00954,2026-01-24 17:52:00,East,Onions,Produce,1.5
T003430,C00260,2026-04-01 10:58:00,West,Paper Towels,Household,5.5
T004169,C01090,2025-12-25 16:10:00,South,Guacamole Dip,Snacks,4.2
T001870,C00074,2025-12-01 20:11:00,North,Tomatoes,Produce,2.3
T000023,C00221,2026-05-11 10:01:00,West,Chicken Breast,Meat,7.5
T004755,C00949,2025-10-23 19:03:00,West,Sugar,Breakfast,2.2
T003795,C00792,2026-05-28 13:21:00,East,Paper Plates,Party,2.9
T002202,C01572,2026-02-11 15:24:00,South,Guacamole Dip,Snacks,4.2
T001957,C00459,2026-04-13 08:18:00,South,Wine Bottle,Beverages,12.5
T001490,C00476,2025-08-28 08:03:00,West,Butter,Dairy,4.1
T002722,C00955,2025-06-16 12:27:00,North,Potato Chips,Snacks,3.1
T000852,C00600,2026-02-05 12:05:00,East,Ground Beef,Meat,6.9
T001362,C00465,2026-05-03 09:28:00,East,Balloons Pack,Party,3.5
T004667,C00251,2025-12-14 15:26:00,West,Orange Juice,Breakfast,3.9
T001995,C00616,2026-04-20 09:33:00,South,Peanut Butter,Spreads,4.5
T004686,C00005,2026-01-25 17:48:00,West,Frozen Vegetables,Frozen,3.1
T001317,C00528,2025-10-03 15:23:00,East,White Bread,Bakery,2.5
T000890,C00552,2025-10-21 14:33:00,North,Butter,Dairy,4.1
T002092,C00795,2025-08-11 14:57:00,North,Potato Chips,Snacks,3.1
T000488,C00011,2026-03-30 08:22:00,East,Avocado,Produce,2.0
T005032,C00867,2026-02-04 12:50:00,South,Laundry Detergent,Household,8.9
T000064,C00350,2025-06-17 15:13:00,South,Butter,Dairy,4.1
T002975,C00438,2026-03-03 09:14:00,East,Guacamole Dip,Snacks,4.2
T004426,C01224,2025-09-10 15:42:00,East,Eggs (12ct),Dairy,3.5
T001954,C00811,2026-04-15 10:40:00,North,Sugar,Breakfast,2.2
T002257,C00832,2025-08-02 10:15:00,West,Ice Bag,Party,2.2
T000878,C00282,2025-11-08 20:22:00,North,Parmesan Cheese,Pasta_Sauce,6.5
T003475,C00483,2025-09-19 20:32:00,South,Salsa Dip,Snacks,3.8
T004521,C01299,2026-01-19 09:21:00,North,Milk 1L,Dairy,1.6
T004732,C00316,2026-02-15 17:34:00,North,Oatmeal,Breakfast,3.7
T005040,C01514,2025-08-08 17:32:00,West,Milk 1L,Dairy,1.6
T002582,C00966,2025-08-18 17:17:00,North,Tortilla Chips,Snacks,3.3
T000349,C00223,2025-09-18 11:48:00,North,Frozen Fries,Frozen,3.4
T002080,C01497,2026-01-25 07:55:00,East,Energy Drink,Beverages,2.4
T000415,C00923,2025-11-02 18:50:00,South,   ,Snacks,3.1
T001324,C00509,2025-07-20 17:22:00,North,Baby Food Jars,Baby,2.1
T004541,C01297,2025-11-12 16:31:00,South,White Bread,Bakery,2.5
T001747,C01741,2026-03-20 14:15:00,West,Frozen Vegetables,Frozen,3.1
T000572,C00224,2025-06-02 10:40:00,North,Charcoal Bag,BBQ,8.2
T002399,C00434,2025-06-02 09:28:00,North,White Bread,Bakery,2.5
T004079,C00202,2026-02-07 19:11:00,East,Ground Beef,Meat,6.9
T005109,C00516,2026-02-01 11:01:00,West,Coffee,Breakfast,8.5
T003163,C01414,2025-12-01 07:52:00,North,Butter,Dairy,4.1
T004972,C01335,2025-09-07 14:47:00,East,Salsa Dip,Snacks,3.8
T003562,C01139,2025-11-25 13:22:00,North,Paper Towels,Household,5.5
T004533,C01786,2026-04-08 18:00:00,West,Cheddar Cheese,Dairy,5.2
T001731,C00512,2026-01-21 16:57:00,West,Bacon,Meat,5.4
T000489,C00513,2025-11-14 16:22:00,South,Paper Towels,Household,5.5
T000470,C00904,2025-06-26 18:01:00,South,Lettuce,Produce,1.8
T002376,C00800,2025-09-09 07:10:00,East,Tomato Pasta Sauce,Pasta_Sauce,3.1
T003072,C00189,2025-11-28 10:57:00,North,BBQ Sauce,BBQ,3.9
T003155,C00198,2025-09-13 15:34:00,South,Sugar,Breakfast,2.2
T001554,C00351,2026-03-11 20:57:00,North,Orange Juice,Breakfast,3.9
T005055,C00970,2026-02-21 15:54:00,East,Laundry Detergent,Household,8.9
T001572,C01535,2026-02-13 16:12:00,North,Strawberry Jam,Spreads,3.6
T001059,C00115,2025-10-14 11:36:00,West,Energy Drink,Beverages,2.4
T003126,C00087,2026-04-01 11:14:00,East,Bacon,Meat,5.4
T004069,C00942,2025-06-16 14:26:00,West,Tortilla Chips,Snacks,3.3
T002265,C01371,2025-10-26 18:30:00,South,Milk 1L,Dairy,1.6
T001612,C00207,2025-06-04 11:45:00,North,Bacon,Meat,5.4
T003352,C01608,2026-04-23 09:12:00,East,Laundry Detergent,Household,8.9
T003760,C00902,2025-11-08 13:47:00,East,Butter,Dairy,4.1
T003340,C00463,2025-08-19 17:40:00,South,Guacamole Dip,Snacks,4.2
T002676,C01717,2025-09-21 15:05:00,West,Paper Towels,Household,5.5
T000223,C00342,2025-11-10 18:57:00,East,Cereal,Breakfast,4.2
T001396,C01337,2026-05-14 09:21:00,North,White Bread,Bakery,2.5
T003217,C01238,2025-06-03 19:39:00,South,Salsa Dip,Snacks,3.8
T003496,C00960,2026-02-04 09:27:00,East,Nutella,Spreads,5.9
T004665,C00304,2025-07-24 08:53:00,South,Sugar,Breakfast,2.2
T003395,C01511,2025-06-03 18:02:00,West,Greek Yogurt,Dairy,3.3
T000035,C00727,2025-07-08 08:50:00,North,Mustard,BBQ,2.1
T002154,C01123,2025-07-07 12:21:00,East,Frozen Vegetables,Frozen,3.1
T003425,C01129,2025-08-05 18:56:00,North,Peanut Butter,Spreads,4.5
T002115,C01155,2025-06-23 15:27:00,South,Frozen Vegetables,Frozen,3.1
T004013,C01181,2026-03-08 11:39:00,East,Eggs (12ct),Dairy,3.5
T001342,C01549,2025-12-05 17:43:00,East,Bacon,Meat,5.4
T002213,C00615,2025-09-05 19:27:00,North,Onions,Produce,1.5
T002634,C00306,2025-11-30 09:51:00,East,Baby Formula,Baby,18.0
T001086,C01005,2026-03-30 14:48:00,South,Trash Bags,Household,6.1
T004295,C01169,2026-04-17 13:27:00,North,Parmesan Cheese,Pasta_Sauce,6.5
T000658,C00973,2026-02-11 19:00:00,East,Ice Cream,Frozen,4.7
T003175,C00659,2026-04-07 09:05:00,East,Apples,Produce,2.1
T004969,C00674,2025-12-06 12:24:00,North,Butter,Dairy,4.1
T003395,C01511,2025-06-03 18:02:00,West,Frozen Pizza,Frozen,5.9
T002586,C00191,2026-01-07 10:46:00,North,Frozen Fries,Frozen,3.4
T004912,C01668,2025-09-25 10:13:00,East,Potato Chips,Snacks,3.1
T002837,C00807,2025-12-07 20:31:00,East,Frozen Fries,Frozen,3.4
T001678,C00515,2025-10-07 14:26:00,West,Ground Beef,Meat,6.9
T001406,C01390,2025-12-05 15:28:00,North,Salsa Dip,Snacks,3.8
T000412,C01726,2026-05-21 10:15:00,East,Paper Towels,Household,5.5
T004458,C01311,2025-10-06 16:01:00,South,Tortilla Chips,Snacks,3.3
T005057,C00870,2025-10-30 12:55:00,North,Honey,Spreads,6.2
T000960,C01750,2025-08-04 20:16:00,North,Ground Beef,Meat,6.9
T003487,C00961,2026-01-28 08:18:00,North,Cereal,Breakfast,4.2
T004247,C00968,2025-07-03 14:52:00,West,Sugar,Breakfast,2.2
T002580,C01131,2026-02-24 11:26:00,South,Peanut Butter,Spreads,4.5
T002488,C00868,2025-06-22 15:24:00,West,Bacon,Meat,5.4
T000452,C01064,2025-08-12 11:12:00,East,Orange Juice,Breakfast,3.9
T003834,C00492,2026-01-17 20:41:00,West,Cereal,Breakfast,4.2
T004708,C00312,2025-09-13 17:47:00,North,Coffee,Breakfast,8.5
T000631,C01717,2025-06-02 09:56:00,West,Tortilla Chips,Snacks,3.3
T003892,C00331,2026-05-29 08:08:00,North,Trash Bags,Household,6.1
T001673,C01693,2025-12-08 12:31:00,South,Cheddar Cheese,Dairy,5.2
T003848,C00540,2025-10-12 16:52:00,West,Bacon,Meat,5.4
T002972,C00508,2025-06-25 08:59:00,South,Paper Towels,Household,5.5
T001945,C00967,2026-03-18 20:04:00,East,Coffee,Breakfast,8.5
T003145,C00577,2026-02-01 20:50:00,North,Croissants,Bakery,3.8
T003510,C01786,2025-09-05 18:44:00,East,Potato Chips,Snacks,3.1
T001593,C01683,2025-09-19 18:34:00,East,Frozen Vegetables,Frozen,3.1
T004071,C00695,2026-04-21 10:59:00,East,Dish Soap,Household,3.2
T002024,C01750,2026-03-14 09:29:00,East,Paper Plates,Party,2.9
T001866,C01773,2026-04-21 11:43:00,North,Paper Towels,Household,5.5
T002382,C00359,2026-04-06 17:32:00,South,Oatmeal,Breakfast,3.7
T001541,C01685,2025-08-25 11:09:00,East,BBQ Sauce,BBQ,3.9
T002802,C00330,2025-12-11 18:24:00,East,Frozen Vegetables,Frozen,3.1
T000907,C00555,2025-09-26 07:10:00,North,Bacon,Meat,5.4
T001573,C01269,2026-05-25 17:02:00,West,Milk 1L,Dairy,1.6
T001167,C00813,2026-05-23 17:33:00,East,Guacamole Dip,Snacks,4.2
T003702,C01197,2025-10-21 12:27:00,West,Lettuce,Produce,1.8
T004046,C00146,2025-06-06 13:39:00,South,Mustard,BBQ,2.1
T001554,C00351,2026-03-11 20:57:00,North,Potato Chips,Snacks,3.1
T004353,C00035,2026-03-24 20:19:00,East,Croissants,Bakery,3.8
T004516,C01277,2025-06-28 12:03:00,South,Whole Wheat Bread,Bakery,2.9
T005093,C00295,2025-07-25 14:49:00,North,Cheddar Cheese,Dairy,5.2
T002514,C01720,2025-09-19 19:25:00,East,Dish Soap,Household,3.2
T003116,C00723,2025-09-18 17:31:00,South,Frozen Vegetables,Frozen,3.1
T001438,C00283,2026-05-19 20:04:00,South,Penne,Pasta_Sauce,1.9
T001991,C00757,2026-05-30 20:13:00,South,Bananas,Produce,1.2
T003288,C01408,2025-12-19 07:47:00,East,Cola 2L,Beverages,2.6
T000775,C01158,2025-08-23 11:39:00,South,Spaghetti,Pasta_Sauce,1.9
T000487,C00978,2025-12-03 11:35:00,South,Cereal,Breakfast,4.2
T001704,C00388,2025-06-06 13:36:00,South,Energy Drink,Beverages,2.4
T001887,C00703,2025-07-20 14:32:00,North,Greek Yogurt,Dairy,3.3
T004866,C00182,2025-10-24 17:00:00,West,Pretzels,Snacks,2.9
T001997,C01456,2026-02-07 18:29:00,East,Lettuce,Produce,1.8
T005079,C00521,2026-04-07 12:15:00,East,Eggs (12ct),Dairy,3.5
T001472,C00191,2026-01-06 17:30:00,East,Onions,Produce,1.5
T004725,C00126,2026-01-23 15:36:00,East,Burger Buns,BBQ,2.8
T004256,C01688,2026-04-17 12:14:00,East,Frozen Pizza,Frozen,5.9
T004435,C01136,2025-11-10 13:57:00,South,Cereal,Breakfast,4.2
T001283,C01796,2026-04-18 20:06:00,South,Frozen Pizza,Frozen,5.9
T001283,C01796,2026-04-18 20:06:00,South,Ice Cream,Frozen,4.7
T003315,C00949,2025-12-07 12:44:00,East,Trash Bags,Household,6.1
T003672,C01543,2026-04-20 10:03:00,North,Energy Drink,Beverages,2.4
T001164,C01572,2025-08-14 18:41:00,South,Paper Towels,Household,5.5
T001691,C00860,2025-10-28 12:20:00,North,Bagels,Bakery,3.2
